ds,yhat,TID
2022-12-25,71791.18756507903,406180
2022-12-26,74056.09968961729,406180
2022-12-27,75909.77071896568,406180
2022-12-28,70775.56796461604,406180
2022-12-29,94245.67573647846,406180
2022-12-30,91585.31229256636,406180
2022-12-01,226879.80951688162,406190
2022-12-02,245146.3679767651,406190
2022-12-03,228434.93798270312,406190
2022-12-04,187125.82188889815,406190
2022-12-05,159271.01545402716,406190
2022-12-06,171475.2556453658,406190
2022-12-07,105724.63167842451,406190
2022-12-08,228217.98351890297,406190
2022-12-09,246484.54197875326,406190
2022-12-10,229773.11198458806,406190
2022-12-11,188463.99589071466,406190
2022-12-12,160609.18945611006,406190
2022-12-13,172813.42964732763,406190
2022-12-14,107062.80568041647,406190
2022-12-15,229556.1575204623,406190
2022-12-16,247822.71598076797,406190
2022-12-17,231111.28598666514,406190
2022-12-18,189802.16989291043,406190
2022-12-19,161947.36345789378,406190
2022-12-20,174151.60364945797,406190
2022-12-21,108400.97968241395,406190
2022-12-22,230894.3315225736,406190
2022-12-23,249160.88998262616,406190
2022-12-24,232449.4599885501,406190
2022-12-25,191140.34389472695,406190
2022-12-26,163285.53745997665,406190
2022-12-27,175489.77765141986,406190
2022-12-28,109739.15368440587,406190
2022-12-29,232232.50552459492,406190
2022-12-30,250499.0639847974,406190
2022-12-01,91546.70775833774,406196
2022-12-02,204846.37432068912,406196
2022-12-03,117777.14393457898,406196
2022-12-04,112180.89848011437,406196
2022-12-05,89424.39723378594,406196
2022-12-06,96557.96252518313,406196
2022-12-07,100802.16159519178,406196
2022-12-08,84530.55587165462,406196
2022-12-09,197830.22243390972,406196
2022-12-10,110760.99204784888,406196
2022-12-11,105164.74659352563,406196
2022-12-12,82408.24534692464,406196
2022-12-13,89541.81063841375,406196
2022-12-14,93786.00970834075,406196
2022-12-15,77514.40398461002,406196
2022-12-16,190814.07054722094,406196
2022-12-17,103744.8401610233,406196
2022-12-18,98148.59470658352,406196
2022-12-19,75392.09346050909,406196
2022-12-20,82525.65875171004,406196
2022-12-21,86769.85782167214,406196
2022-12-22,70498.25209803075,406196
2022-12-23,183797.91866052756,406196
2022-12-24,96728.68827429319,406196
2022-12-25,91132.44281999479,406196
2022-12-26,68375.94157364774,406196
2022-12-27,75509.50686494065,406196
2022-12-28,79753.7059348211,406196
2022-12-29,63482.10021134763,406196
2022-12-30,176781.76677384347,406196
2022-12-01,365464.21386119985,406504
2022-12-02,392611.7260887888,406504
2022-12-03,396298.1959193439,406504
2022-12-04,350345.3264826488,406504
2022-12-05,234491.84800893493,406504
2022-12-06,346214.13408976234,406504
2022-12-07,343506.12876094936,406504
2022-12-08,368102.65942230757,406504
2022-12-09,395250.1716498097,406504
2022-12-10,398936.6414804271,406504
2022-12-11,352983.77204362844,406504
2022-12-12,237130.2935701102,406504
2022-12-13,348852.57965095487,406504
2022-12-14,346144.5743219913,406504
2022-12-15,370741.10498320294,406504
2022-12-16,397888.61721104756,406504
2022-12-17,401575.08704169316,406504
2022-12-18,355622.2176048438,406504
2022-12-19,239768.73913122626,406504
2022-12-20,351491.02521183423,406504
2022-12-21,348783.01988317905,406504
2022-12-22,373379.55054450897,406504
2022-12-23,400527.06277207396,406504
2022-12-24,404213.5326027763,406504
2022-12-25,358260.66316582356,406504
2022-12-26,242407.18469240153,406504
2022-12-27,354129.47077302675,406504
2022-12-28,351421.465444221,406504
2022-12-29,376017.99610561674,406504
2022-12-30,403165.50833352335,406504
2022-12-01,165868.9500725025,406509
2022-12-02,160202.9309026465,406509
2022-12-03,177794.22236973714,406509
2022-12-04,150562.16679128073,406509
2022-12-05,142894.390655026,406509
2022-12-06,176608.23229600588,406509
2022-12-07,172964.87195318966,406509
2022-12-08,166236.50625010018,406509
2022-12-09,160570.48708019982,406509
2022-12-10,178161.77854732875,406509
2022-12-11,150929.7229688337,406509
2022-12-12,143261.9468326776,406509
2022-12-13,176975.78847363923,406509
2022-12-14,173332.42813079854,406509
2022-12-15,166604.06242774002,406509
2022-12-16,160938.04325782374,406509
2022-12-17,178529.3347249568,406509
2022-12-18,151297.2791464749,406509
2022-12-19,143629.5030102429,406509
2022-12-20,177343.34465116521,406509
2022-12-21,173699.9843083899,406509
2022-12-22,166971.61860533987,406509
2022-12-23,161305.5994354262,406509
2022-12-24,178896.89090254845,406509
2022-12-25,151664.8353240279,406509
2022-12-26,143997.05918789445,406509
2022-12-27,177710.90082879856,406509
2022-12-28,174067.54048599873,406509
2022-12-29,167339.1747829375,406509
2022-12-30,161673.15561307155,406509
2022-12-01,32963.81938863246,406536
2022-12-02,51823.62509844014,406536
2022-12-03,29307.573178822124,406536
2022-12-04,8031.179004438076,406536
2022-12-05,34448.87049505471,406536
2022-12-06,48949.054671403435,406536
2022-12-07,48174.92514152072,406536
2022-12-08,31941.70110795472,406536
2022-12-09,50801.50681774128,406536
2022-12-10,28285.454898120297,406536
2022-12-11,7009.060723780525,406536
2022-12-12,33426.75221436623,406536
2022-12-13,47926.936390713534,406536
2022-12-14,47152.806860819386,406536
2022-12-15,30919.582827258324,406536
2022-12-16,49779.38853704557,406536
2022-12-17,27263.336617377136,406536
2022-12-18,5986.942443040514,406536
2022-12-19,32404.633933743666,406536
2022-12-20,46904.81811000738,406536
2022-12-21,46130.68858011784,406536
2022-12-22,29897.46454656202,406536
2022-12-23,48757.2702563831,406536
2022-12-24,26241.218336675305,406536
2022-12-25,4964.82416238296,406536
2022-12-26,31382.515653055172,406536
2022-12-27,45882.69982931746,406536
2022-12-28,45108.57029941651,406536
2022-12-29,28875.346265884287,406536
2022-12-30,47735.15197565414,406536
2022-12-01,102021.34679871958,406542
2022-12-02,117290.4818092605,406542
2022-12-03,121792.50369447477,406542
2022-12-04,107580.7825527512,406542
2022-12-05,87264.8583207709,406542
2022-12-06,58518.96763644591,406542
2022-12-07,73786.2276341576,406542
2022-12-08,102606.98573394865,406542
2022-12-09,117876.1207444392,406542
2022-12-10,122378.14262968047,406542
2022-12-11,108166.42148794772,406542
2022-12-12,87850.4972559548,406542
2022-12-13,59104.606571647,406542
2022-12-14,74371.8665693972,406542
2022-12-15,103192.62466909217,406542
2022-12-16,118461.75967964357,406542
2022-12-17,122963.78156487102,406542
2022-12-18,108752.06042313114,406542
2022-12-19,88436.13619113195,406542
2022-12-20,59690.24550688223,406542
2022-12-21,74957.50550461742,406542
2022-12-22,103778.26360429896,406542
2022-12-23,119047.39861486867,406542
2022-12-24,123549.42050007674,406542
2022-12-25,109337.69935832766,406542
2022-12-26,89021.77512631586,406542
2022-12-27,60275.884442083334,406542
2022-12-28,75543.14443985702,406542
2022-12-29,104363.90253952802,406542
2022-12-30,119633.03755005224,406542
2022-12-01,127871.72446815787,406593
2022-12-02,126337.13352276292,406593
2022-12-03,133699.9324894961,406593
2022-12-04,124757.51659892715,406593
2022-12-05,111949.83935542383,406593
2022-12-06,119346.70458155802,406593
2022-12-07,126471.96672095911,406593
2022-12-08,129082.12806153455,406593
2022-12-09,127547.53711612451,406593
2022-12-10,134910.3360828731,406593
2022-12-11,125967.92019228595,406593
2022-12-12,113160.24294880836,406593
2022-12-13,120557.10817494808,406593
2022-12-14,127682.37031434379,406593
2022-12-15,130292.53165491995,406593
2022-12-16,128757.94070951003,406593
2022-12-17,136120.73967626132,406593
2022-12-18,127178.32378566952,406593
2022-12-19,114370.64654217058,406593
2022-12-20,121767.51176828906,406593
2022-12-21,128892.77390772579,406593
2022-12-22,131502.9352482994,406593
2022-12-23,129968.3443028878,406593
2022-12-24,137331.14326963833,406593
2022-12-25,128388.72737902834,406593
2022-12-26,115581.0501355551,406593
2022-12-27,122977.91536167913,406593
2022-12-28,130103.17750111048,406593
2022-12-29,132713.33884167607,406593
2022-12-30,131178.74789628104,406593
2022-12-01,170593.4578305067,406596
2022-12-02,196716.6299918913,406596
2022-12-03,184512.6515737178,406596
2022-12-04,163432.64818663718,406596
2022-12-05,182571.06582444985,406596
2022-12-06,222177.0089187784,406596
2022-12-07,201405.11198709576,406596
2022-12-08,173581.3446970408,406596
2022-12-09,199704.5168583649,406596
2022-12-10,187500.53844023336,406596
2022-12-11,166420.5350531791,406596
2022-12-12,185558.95269100298,406596
2022-12-13,225164.89578531517,406596
2022-12-14,204392.9988535823,406596
2022-12-15,176569.2315635453,406596
2022-12-16,202692.4037249175,406596
2022-12-17,190488.4253067444,406596
2022-12-18,169408.4219196888,406596
2022-12-19,188546.8395576052,406596
2022-12-20,228152.78265181484,406596
2022-12-21,207380.88572009496,406596
2022-12-22,179557.11843009834,406596
2022-12-23,205680.29059146217,406596
2022-12-24,193476.31217326,406596
2022-12-25,172396.30878623074,406596
2022-12-26,191534.72642415838,406596
2022-12-27,231140.66951835167,406596
2022-12-28,210368.77258658147,406596
2022-12-29,182545.0052966324,406596
2022-12-30,208668.17745802275,406596
2022-12-01,76409.86982517612,406597
2022-12-02,111040.89895274813,406597
2022-12-03,73381.10037551314,406597
2022-12-04,78616.782293889,406597
2022-12-05,76979.16840447667,406597
2022-12-06,58152.17072183559,406597
2022-12-07,74875.72697404692,406597
2022-12-08,77045.82941570826,406597
2022-12-09,111676.85854328271,406597
2022-12-10,74017.0599660302,406597
2022-12-11,79252.741884472,406597
2022-12-12,77615.12799491941,406597
2022-12-13,58788.13031232452,406597
2022-12-14,75511.68656453612,406597
2022-12-15,77681.78900612536,406597
2022-12-16,112312.8181337864,406597
2022-12-17,74653.0195564838,406597
2022-12-18,79888.70147488413,406597
2022-12-19,78251.0875855431,406597
2022-12-20,59424.08990286452,406597
2022-12-21,76147.64615507468,406597
2022-12-22,78317.74859666881,406597
2022-12-23,112948.77772431899,406597
2022-12-24,75288.97914700088,406597
2022-12-25,80524.66106546711,406597
2022-12-26,78887.04717598585,406597
2022-12-27,60060.04949335347,406597
2022-12-28,76783.60574556388,406597
2022-12-29,78953.70818720094,406597
2022-12-30,113584.73731479376,406597
2022-12-01,142662.7424167584,407002
2022-12-02,116462.2699468272,407002
2022-12-03,138000.28650684367,407002
2022-12-04,114431.07817497909,407002
2022-12-05,105533.44850143591,407002
2022-12-06,126454.5394121747,407002
2022-12-07,104056.03022024734,407002
2022-12-08,145189.2458908208,407002
2022-12-09,118988.77342089306,407002
2022-12-10,140526.78998087172,407002
2022-12-11,116957.58164893246,407002
2022-12-12,108059.95197558853,407002
2022-12-13,128981.04288625906,407002
2022-12-14,106582.53369434598,407002
2022-12-15,147715.74936484126,407002
2022-12-16,121515.27689496902,407002
2022-12-17,143053.2934550061,407002
2022-12-18,119484.08512313878,407002
2022-12-19,110586.45544949807,407002
2022-12-20,131507.54636032152,407002
2022-12-21,109109.03716839943,407002
2022-12-22,150242.2528389147,407002
2022-12-23,124041.78036897986,407002
2022-12-24,145579.79692903414,407002
2022-12-25,122010.58859709214,407002
2022-12-26,113112.9589236507,407002
2022-12-27,134034.04983440583,407002
2022-12-28,111635.54064249809,407002
2022-12-29,152768.75631297712,407002
2022-12-30,126568.28384312097,407002
2022-12-01,214650.94651643743,407025
2022-12-02,220419.50388417914,407025
2022-12-03,224047.30961238366,407025
2022-12-04,203639.85194115186,407025
2022-12-05,217479.8979444177,407025
2022-12-06,223902.28182640823,407025
2022-12-07,222750.1668126219,407025
2022-12-08,213448.1168546164,407025
2022-12-09,219216.67422231636,407025
2022-12-10,222844.47995054992,407025
2022-12-11,202437.02227932218,407025
2022-12-12,216277.06828260602,407025
2022-12-13,222699.45216458727,407025
2022-12-14,221547.33715080467,407025
2022-12-15,212245.2871928187,407025
2022-12-16,218013.84456048688,407025
2022-12-17,221641.65028869768,407025
2022-12-18,201234.19261748024,407025
2022-12-19,215074.2386207793,407025
2022-12-20,221496.62250274475,407025
2022-12-21,220344.50748895944,407025
2022-12-22,211042.45753096702,407025
2022-12-23,216811.0148986846,407025
2022-12-24,220438.82062686392,407025
2022-12-25,200031.36295565055,407025
2022-12-26,213871.40895896763,407025
2022-12-27,220293.79284092382,407025
2022-12-28,219141.6778271422,407025
2022-12-29,209839.62786914594,407025
2022-12-30,215608.18523682776,407025
2022-12-01,602950.0371689051,605329
2022-12-02,589851.3079022642,605329
2022-12-03,691743.4711426145,605329
2022-12-04,418014.56944001233,605329
2022-12-05,573079.6465954548,605329
2022-12-06,673148.2813692226,605329
2022-12-07,661041.2593355132,605329
2022-12-08,579192.9454927142,605329
2022-12-09,566094.2162256263,605329
2022-12-10,667986.3794662773,605329
2022-12-11,394257.4777635893,605329
2022-12-12,549322.5549195327,605329
2022-12-13,649391.1896931173,605329
2022-12-14,637284.1676594912,605329
2022-12-15,555435.8538170009,605329
2022-12-16,542337.1245493531,605329
2022-12-17,644229.2877898354,605329
2022-12-18,370500.3860873651,605329
2022-12-19,525565.4632430432,605329
2022-12-20,625634.0980165999,605329
2022-12-21,613527.0759830105,605329
2022-12-22,531678.7621403955,605329
2022-12-23,518580.03287336807,605329
2022-12-24,620472.1961134982,605329
2022-12-25,346743.2944109421,605329
2022-12-26,501808.37156712124,605329
2022-12-27,601877.0063404947,605329
2022-12-28,589769.9843069883,605329
2022-12-29,507921.6704642046,605329
2022-12-30,494822.94119680685,605329
2022-12-01,110374.5371159417,605354
2022-12-02,98136.30937110921,605354
2022-12-03,106103.24088063603,605354
2022-12-04,89803.2142560228,605354
2022-12-05,99243.37733131801,605354
2022-12-06,110349.14612347996,605354
2022-12-07,107752.94965316993,605354
2022-12-08,110958.90808930501,605354
2022-12-09,98720.6803444714,605354
2022-12-10,106687.61185398852,605354
2022-12-11,90387.5852293568,605354
2022-12-12,99827.74830471916,605354
2022-12-13,110933.51709685741,605354
2022-12-14,108337.3206265551,605354
2022-12-15,111543.27906270466,605354
2022-12-16,99305.05131783197,605354
2022-12-17,107271.98282735742,605354
2022-12-18,90971.95620275475,605354
2022-12-19,100412.11927803789,605354
2022-12-20,111517.8880701996,605354
2022-12-21,108921.69159990526,605354
2022-12-22,112127.65003604721,605354
2022-12-23,99889.42229119495,605354
2022-12-24,107856.35380070991,605354
2022-12-25,91556.32717608876,605354
2022-12-26,100996.49025143904,605354
2022-12-27,112102.25904357704,605354
2022-12-28,109506.06257329043,605354
2022-12-29,112712.02100941053,605354
2022-12-30,100473.7932645531,605354
2022-12-01,14881.669981737537,605355
2022-12-02,16142.897313886955,605355
2022-12-03,8897.254033022946,605355
2022-12-04,7539.967485654728,605355
2022-12-05,13513.432898129631,605355
2022-12-06,7372.981517176624,605355
2022-12-07,8616.41620592168,605355
2022-12-08,12316.715496211487,605355
2022-12-09,13577.942828370236,605355
2022-12-10,6332.299547489361,605355
2022-12-11,4975.013000132472,605355
2022-12-12,10948.478412594392,605355
2022-12-13,4808.027031640864,605355
2022-12-14,6051.461720395753,605355
2022-12-15,9751.761010670161,605355
2022-12-16,11012.988342831602,605355
2022-12-17,3767.3450619452706,605355
2022-12-18,2410.0585145933,605355
2022-12-19,8383.52392706857,605355
2022-12-20,2243.0725461242982,605355
2022-12-21,3486.5072348651665,605355
2022-12-22,7186.806525135697,605355
2022-12-23,8448.033857303468,605355
2022-12-24,1202.390576411679,605355
2022-12-25,-154.89597092895565,605355
2022-12-26,5818.569441533313,605355
2022-12-27,-321.88193941146164,605355
2022-12-28,921.5527493392219,605355
2022-12-29,4621.85203960965,605355
2022-12-30,5883.079371754327,605355
2022-12-01,69857.53485487626,605360
2022-12-02,65765.01036943655,605360
2022-12-03,61679.22974693923,605360
2022-12-04,68645.71087970608,605360
2022-12-05,67046.79914461213,605360
2022-12-06,64800.473493014186,605360
2022-12-07,71570.97392750197,605360
2022-12-08,71269.81083217911,605360
2022-12-09,67177.28634676538,605360
2022-12-10,63091.50572424955,605360
2022-12-11,70057.98685702149,605360
2022-12-12,68459.0751219081,605360
2022-12-13,66212.74947031982,605360
2022-12-14,72983.24990480754,605360
2022-12-15,72682.08680949456,605360
2022-12-16,68589.56232406668,605360
2022-12-17,64503.781701554675,605360
2022-12-18,71470.26283432016,605360
2022-12-19,69871.35109922384,605360
2022-12-20,67625.02544761858,605360
2022-12-21,74395.52588212024,605360
2022-12-22,74094.36278680082,605360
2022-12-23,70001.83830136899,605360
2022-12-24,65916.05767886498,605360
2022-12-25,72882.53881163558,605360
2022-12-26,71283.62707651981,605360
2022-12-27,69037.30142492421,605360
2022-12-28,75807.80185942583,605360
2022-12-29,75506.63876410366,605360
2022-12-30,71414.1142786693,605360
2022-12-01,27631.34707953783,605365
2022-12-02,26229.99457766474,605365
2022-12-03,22951.541528331418,605365
2022-12-04,24870.304355819237,605365
2022-12-05,25586.788891371554,605365
2022-12-06,25846.394519059068,605365
2022-12-07,27840.683219789276,605365
2022-12-08,27882.285317805483,605365
2022-12-09,26480.932815944576,605365
2022-12-10,23202.47976660017,605365
2022-12-11,25121.242594091716,605365
2022-12-12,25837.72712963746,605365
2022-12-13,26097.332757327353,605365
2022-12-14,28091.621458056914,605365
2022-12-15,28133.223556074852,605365
2022-12-16,26731.87105421086,605365
2022-12-17,23453.41800486721,605365
2022-12-18,25372.180832357877,605365
2022-12-19,26088.665367911337,605365
2022-12-20,26348.270995593015,605365
2022-12-21,28342.55969632781,605365
2022-12-22,28384.16179434437,605365
2022-12-23,26982.80929247706,605365
2022-12-24,23704.356243135964,605365
2022-12-25,25623.119070630353,605365
2022-12-26,26339.60360617724,605365
2022-12-27,26599.209233861307,605365
2022-12-28,28593.497934595445,605365
2022-12-29,28635.100032612023,605365
2022-12-30,27233.747530743432,605365
2022-12-01,79485.84779178748,605368
2022-12-02,66928.24169611133,605368
2022-12-03,63355.7149573278,605368
2022-12-04,54539.07363378967,605368
2022-12-05,65281.998536865554,605368
2022-12-06,57520.0207033375,605368
2022-12-07,54249.020397035216,605368
2022-12-08,79623.97651642657,605368
2022-12-09,67066.3704207818,605368
2022-12-10,63493.84368194173,605368
2022-12-11,54677.202358394956,605368
2022-12-12,65420.12726152304,605368
2022-12-13,57658.14942796698,605368
2022-12-14,54387.149121697366,605368
2022-12-15,79762.1052410359,605368
2022-12-16,67204.49914539723,605368
2022-12-17,63631.972406574314,605368
2022-12-18,54815.33108306878,605368
2022-12-19,65558.25598609437,605368
2022-12-20,57796.27815262932,605368
2022-12-21,54525.2778463245,605368
2022-12-22,79900.23396565518,605368
2022-12-23,67342.6278700133,605368
2022-12-24,63770.10113118825,605368
2022-12-25,54953.45980767408,605368
2022-12-26,65696.38471075188,605368
2022-12-27,57934.40687725879,605368
2022-12-28,54663.406570986655,605368
2022-12-29,80038.36269029425,605368
2022-12-30,67480.75659462812,605368
2022-12-01,33491.67881270109,605369
2022-12-02,27687.51348830446,605369
2022-12-03,32234.972175401454,605369
2022-12-04,30318.37490399968,605369
2022-12-05,28502.821257949916,605369
2022-12-06,23007.024766794817,605369
2022-12-07,26581.94240465275,605369
2022-12-08,33070.86731966542,605369
2022-12-09,27266.701995272768,605369
2022-12-10,31814.16068236464,605369
2022-12-11,29897.563410953666,605369
2022-12-12,28082.009764917388,605369
2022-12-13,22586.21327376027,605369
2022-12-14,26161.130911630567,605369
2022-12-15,32650.055826638934,605369
2022-12-16,26845.89050223187,605369
2022-12-17,31393.349189330656,605369
2022-12-18,29476.751917926278,605369
2022-12-19,27661.19827185695,605369
2022-12-20,22165.401780725082,605369
2022-12-21,25740.31941859382,605369
2022-12-22,32229.24433359284,605369
2022-12-23,26425.079009195186,605369
2022-12-24,30972.537696293843,605369
2022-12-25,29055.94042488026,605369
2022-12-26,27240.38677882441,605369
2022-12-27,21744.59028769053,605369
2022-12-28,25319.507925571634,605369
2022-12-29,31808.43284055717,605369
2022-12-30,26004.26751615007,605369
2022-12-01,81201.8664214895,605370
2022-12-02,86856.65264212393,605370
2022-12-03,75267.01885990895,605370
2022-12-04,80507.84638067705,605370
2022-12-05,73938.77440898899,605370
2022-12-06,76612.36861249834,605370
2022-12-07,72068.9038627102,605370
2022-12-08,80750.42177418184,605370
2022-12-09,86405.2079948324,605370
2022-12-10,74815.57421259409,605370
2022-12-11,80056.40173336894,605370
2022-12-12,73487.32976167316,605370
2022-12-13,76160.92396518306,605370
2022-12-14,71617.45921538532,605370
2022-12-15,80298.97712681217,605370
2022-12-16,85953.7633475285,605370
2022-12-17,74364.12956529409,605370
2022-12-18,79604.95708606597,605370
2022-12-19,73035.88511437776,605370
2022-12-20,75709.47931788619,605370
2022-12-21,71166.01456808802,605370
2022-12-22,79847.53247953324,605370
2022-12-23,85502.3187002004,605370
2022-12-24,73912.68491797925,605370
2022-12-25,79153.51243875788,605370
2022-12-26,72584.44046706191,605370
2022-12-27,75258.03467057091,605370
2022-12-28,70714.56992076314,605370
2022-12-29,79396.08783222559,605370
2022-12-30,85050.8740529207,605370
2022-12-01,104825.39854549864,605373
2022-12-02,110581.94235338073,605373
2022-12-03,111122.50703761698,605373
2022-12-04,111057.93788492787,605373
2022-12-05,105521.83618600026,605373
2022-12-06,104807.51154382597,605373
2022-12-07,110243.13646643829,605373
2022-12-08,104442.33219521394,605373
2022-12-09,110198.87600308159,605373
2022-12-10,110739.44068733779,605373
2022-12-11,110674.87153465243,605373
2022-12-12,105138.76983570233,605373
2022-12-13,104424.44519354193,605373
2022-12-14,109860.07011614853,605373
2022-12-15,104059.26584493363,605373
2022-12-16,109815.80965279997,605373
2022-12-17,110356.3743370465,605373
2022-12-18,110291.80518434552,605373
2022-12-19,104755.70348543691,605373
2022-12-20,104041.3788432442,605373
2022-12-21,109477.00376586692,605373
2022-12-22,103676.19949465009,605373
2022-12-23,109432.74330252438,605373
2022-12-24,109973.30798676732,605373
2022-12-25,109908.73883407004,605373
2022-12-26,104372.637135139,605373
2022-12-27,103658.31249296016,605373
2022-12-28,109093.93741557715,605373
2022-12-29,103293.13314436536,605373
2022-12-30,109049.67695223668,605373
2022-12-01,20081.755059153686,605374
2022-12-02,17976.780565644123,605374
2022-12-03,22714.214863283043,605374
2022-12-04,22714.176882227803,605374
2022-12-05,18192.27600179531,605374
2022-12-06,16759.97180899523,605374
2022-12-07,17119.678733523477,605374
2022-12-08,19786.43789266586,605374
2022-12-09,17681.463399152195,605374
2022-12-10,22418.89769679686,605374
2022-12-11,22418.85971573277,605374
2022-12-12,17896.958835310405,605374
2022-12-13,16464.65464250979,605374
2022-12-14,16824.361567040338,605374
2022-12-15,19491.120726180623,605374
2022-12-16,17386.146232666953,605374
2022-12-17,22123.58053031701,605374
2022-12-18,22123.542549253325,605374
2022-12-19,17601.64166881009,605374
2022-12-20,16169.337476021854,605374
2022-12-21,16529.044400553918,605374
2022-12-22,19195.803559692984,605374
2022-12-23,17090.829066178096,605374
2022-12-24,21828.26336383082,605374
2022-12-25,21828.225382758297,605374
2022-12-26,17306.324502325187,605374
2022-12-27,15874.020309536416,605374
